TRD_DD,ISU_SRT_CD,ADJ_FACTOR
20250814,035290,
20250818,035290,1
20250814,035420,
20250818,035420,1
20250814,035460,
20250818,035460,1
20250814,035510,
20250818,035510,1
20250814,035600,
20250818,035600,1
20250814,035610,
20250818,035610,1
20250814,035620,
20250818,035620,1
20250814,035720,
20250818,035720,1
20250814,035760,
20250818,035760,1
20250814,035810,
20250818,035810,1
20250814,035890,
20250818,035890,1
20250814,035900,
20250818,035900,1
20250814,036000,
20250818,036000,1
20250814,036010,
20250818,036010,1
20250814,036030,
20250818,036030,1
20250814,036090,
20250818,036090,1
20250814,036120,
20250818,036120,1
20250814,036170,
20250818,036170,1
20250814,036180,
20250818,036180,1
20250814,036190,
20250818,036190,1
20250814,036200,
20250818,036200,1
20250814,036220,
20250818,036220,1
20250814,036420,
20250818,036420,1
20250814,036460,
20250818,036460,1
20250814,036480,
20250818,036480,1
20250814,036530,
20250818,036530,1
20250814,036540,
20250818,036540,1
20250814,036560,
20250818,036560,1
20250814,036570,
20250818,036570,1
20250814,036580,
20250818,036580,1
20250814,036620,
20250818,036620,1
20250814,036630,
20250818,036630,1
20250814,036640,
20250818,036640,1
20250814,036670,
20250818,036670,1
20250814,036690,
20250818,036690,1
20250814,036710,
20250818,036710,1
20250814,036800,
20250818,036800,1
20250814,036810,
20250818,036810,1
20250814,036830,
20250818,036830,1
20250814,036890,
20250818,036890,1
20250814,036930,
20250818,036930,1
20250814,037030,
20250818,037030,1
20250814,037070,
20250818,037070,1
20250814,037230,
20250818,037230,1
20250814,037270,
20250818,037270,1
20250814,037330,
20250818,037330,1
20250814,037350,
20250818,037350,1
20250814,037370,
20250818,037370,1
20250814,037400,
20250818,037400,1
20250814,037440,
20250818,037440,1
20250814,037460,
20250818,037460,1
20250814,037560,
20250818,037560,1
20250814,037710,
20250818,037710,1
20250814,037760,
20250818,037760,1
20250814,037950,
20250818,037950,1
20250814,038010,
20250818,038010,1
20250814,038060,
20250818,038060,1
20250814,038070,
20250818,038070,1
20250814,038110,
20250818,038110,1
20250814,038290,
20250818,038290,1
20250814,038390,
20250818,038390,1
20250814,038460,
20250818,038460,1
20250814,038500,
20250818,038500,1
20250814,038530,
20250818,038530,1
20250814,038540,
20250818,038540,1
20250814,038620,
20250818,038620,1
20250814,038680,
20250818,038680,1
20250814,038870,
20250818,038870,1
20250814,038880,
20250818,038880,1
20250814,038950,
20250818,038950,1
20250814,039010,
20250818,039010,1
20250814,039020,
20250818,039020,1
20250814,039030,
20250818,039030,1
20250814,039130,
20250818,039130,1
20250814,039200,
20250818,039200,1
20250814,039240,
20250818,039240,1
20250814,039290,
20250818,039290,1
20250814,039310,
20250818,039310,1
20250814,039340,
20250818,039340,1
20250814,039420,
20250818,039420,1
20250814,039440,
20250818,039440,1
20250814,039490,
20250818,039490,1
20250814,039560,
20250818,039560,1
20250814,039570,
20250818,039570,1
20250814,039610,
20250818,039610,1
20250814,039740,
20250818,039740,1
20250814,039830,
20250818,039830,1
20250814,039840,
20250818,039840,1
20250814,039860,
20250818,039860,1
20250814,039980,
20250818,039980,1
20250814,040160,
20250818,040160,1
20250814,040300,
20250818,040300,1
20250814,040350,
20250818,040350,1
20250814,040420,
20250818,040420,1
20250814,040610,
20250818,040610,1
20250814,040910,
20250818,040910,1
20250814,041020,
20250818,041020,1
20250814,041190,
20250818,041190,1
20250814,041440,
20250818,041440,1
20250814,041460,
20250818,041460,1
20250814,041510,
20250818,041510,1
20250814,041520,
20250818,041520,1
20250814,041590,
20250818,041590,1
20250814,041650,
20250818,041650,1
20250814,041830,
20250818,041830,1
20250814,041910,
20250818,041910,1
20250814,041920,
20250818,041920,1
20250814,041930,
20250818,041930,1
20250814,041960,
20250818,041960,1
20250814,042000,
20250818,042000,1
20250814,042040,
20250818,042040,1
20250814,042110,
20250818,042110,1
20250814,042370,
20250818,042370,1
20250814,042420,
20250818,042420,1
20250814,042500,
20250818,042500,1
20250814,042510,
20250818,042510,1
20250814,042520,
20250818,042520,1
20250814,042600,
20250818,042600,1
20250814,042660,
20250818,042660,1
20250814,042670,
20250818,042670,1
20250814,042700,
20250818,042700,1
20250814,042940,
20250818,042940,1
20250814,043090,
20250818,043090,1
20250814,043100,
20250818,043100,1
20250814,043150,
20250818,043150,1
20250814,043200,
20250818,043200,1
20250814,043220,
20250818,043220,1
20250814,043260,
20250818,043260,1
20250814,043340,
20250818,043340,1
20250814,043360,
20250818,043360,1
20250814,043370,
20250818,043370,1
20250814,043590,
20250818,043590,1
20250814,043610,
20250818,043610,1
20250814,043650,
20250818,043650,1
20250814,043710,
20250818,043710,1
20250814,043910,
20250818,043910,1
20250814,044060,
20250818,044060,1
20250814,044180,
20250818,044180,1
20250814,044340,
20250818,044340,1
20250814,044380,
20250818,044380,1
20250814,044450,
20250818,044450,1
20250814,044480,
20250818,044480,1
20250814,044490,
20250818,044490,1
20250814,044780,
20250818,044780,1
20250814,044820,
20250818,044820,1
20250814,044960,
20250818,044960,1
20250814,044990,
20250818,044990,1
20250814,045060,
20250818,045060,1
20250814,045100,
20250818,045100,1
20250814,045300,
20250818,045300,1
20250814,045340,
20250818,045340,1
20250814,045390,
20250818,045390,1
20250814,045510,
20250818,045510,1
20250814,045520,
20250818,045520,1
20250814,045660,
20250818,045660,1
20250814,045970,
20250818,045970,1
20250814,046070,
20250818,046070,1
20250814,046120,
20250818,046120,1
20250814,046210,
20250818,046210,1
20250814,046310,
20250818,046310,1
20250814,046390,
20250818,046390,1
20250814,046440,
20250818,046440,1
20250814,046890,
20250818,046890,1
20250814,046940,
20250818,046940,1
20250814,046970,
20250818,046970,1
20250814,047040,
20250818,047040,1
20250814,047050,
20250818,047050,1
20250814,047080,
20250818,047080,1
20250814,047310,
20250818,047310,1
20250814,047400,
20250818,047400,1
20250814,047560,
20250818,047560,1
20250814,047770,
20250818,047770,1
20250814,047810,
20250818,047810,1
20250814,047820,
20250818,047820,1
20250814,047920,
20250818,047920,1
20250814,048410,
20250818,048410,1
20250814,048430,
20250818,048430,1
20250814,048470,
20250818,048470,1
20250814,048530,
20250818,048530,1
20250814,048550,
20250818,048550,1
20250814,048770,
20250818,048770,1
20250814,048830,
20250818,048830,1
20250814,048870,
20250818,048870,1
20250814,048910,
20250818,048910,1
20250814,049070,
20250818,049070,1
20250814,049080,
20250818,049080,1
20250814,049120,
20250818,049120,1
20250814,049180,
20250818,049180,1
20250814,049430,
20250818,049430,1
20250814,049470,
20250818,049470,1
20250814,049480,
20250818,049480,1
20250814,049520,
20250818,049520,1
20250814,049550,
20250818,049550,1
20250814,049630,
20250818,049630,1
20250814,049720,
20250818,049720,1
20250814,049800,
20250818,049800,1
20250814,049830,
20250818,049830,1
20250814,049950,
20250818,049950,1
20250814,049960,
20250818,049960,1
20250814,050090,
20250818,050090,1
20250814,050110,
20250818,050110,1
20250814,050120,
20250818,050120,1
20250814,050760,
20250818,050760,1
20250814,050860,
20250818,050860,1
20250814,050890,
20250818,050890,1
20250814,050960,
20250818,050960,1
20250814,051160,
20250818,051160,1
20250814,051360,
20250818,051360,1
20250814,051370,
20250818,051370,1
20250814,051380,
20250818,051380,1
20250814,051390,
20250818,051390,1
20250814,051490,
20250818,051490,1
20250814,051500,
20250818,051500,1
20250814,051600,
20250818,051600,1
20250814,051630,
20250818,051630,1
20250814,051780,
20250818,051780,1
20250814,051900,
20250818,051900,1
20250814,051905,
20250818,051905,1
20250814,051910,
20250818,051910,1
20250814,051915,
20250818,051915,1
20250814,051980,
20250818,051980,1
20250814,052020,
20250818,052020,1
20250814,052220,
20250818,052220,1
20250814,052260,
20250818,052260,1
20250814,052300,
20250818,052300,1
20250814,052330,
20250818,052330,1
20250814,052400,
20250818,052400,1
20250814,052420,
20250818,052420,1
20250814,052460,
20250818,052460,1
20250814,052600,
20250818,052600,1
20250814,052670,
20250818,052670,1
20250814,052690,
20250818,052690,1
20250814,052710,
20250818,052710,1
20250814,052770,
20250818,052770,1
20250814,052790,
20250818,052790,1
20250814,052860,
20250818,052860,1
20250814,052900,
20250818,052900,1
20250814,052960,
20250818,052960,1
20250814,053030,
20250818,053030,1
20250814,053050,
20250818,053050,1
20250814,053060,
20250818,053060,1
20250814,053080,
20250818,053080,1
20250814,053160,
20250818,053160,1
20250814,053210,
20250818,053210,1
20250814,053260,
20250818,053260,1
20250814,053270,
20250818,053270,1
20250814,053280,
20250818,053280,1
20250814,053290,
20250818,053290,1
20250814,053300,
20250818,053300,1
20250814,053350,
20250818,053350,1
20250814,053450,
20250818,053450,1
20250814,053580,
20250818,053580,1
20250814,053610,
20250818,053610,1
20250814,053620,
20250818,053620,1
20250814,053690,
20250818,053690,1
20250814,053700,
20250818,053700,1
20250814,053800,
20250818,053800,1
20250814,053950,
20250818,053950,1
20250814,053980,
20250818,053980,1
20250814,054040,
20250818,054040,1
20250814,054050,
20250818,054050,1
20250814,054090,
20250818,054090,1
20250814,054180,
20250818,054180,1
20250814,054210,
20250818,054210,1
20250814,054220,
20250818,054220,1
20250814,054300,
20250818,054300,1
20250814,054410,
20250818,054410,1
20250814,054450,
20250818,054450,1
20250814,054540,
20250818,054540,1
20250814,054620,
20250818,054620,1
20250814,054630,
20250818,054630,1
20250814,054670,
20250818,054670,1
20250814,054780,
20250818,054780,1
20250814,054800,
20250818,054800,1
20250814,054920,
20250818,054920,1
20250814,054930,
20250818,054930,1
20250814,054940,
20250818,054940,1
20250814,054950,
20250818,054950,1
20250814,055490,
20250818,055490,1
20250814,055550,
20250818,055550,1
20250814,056080,
20250818,056080,1
20250814,056090,
20250818,056090,1
20250814,056190,
20250818,056190,1
20250814,056360,
20250818,056360,1
20250814,056700,
20250818,056700,1
20250814,056730,
20250818,056730,1
20250814,057030,
20250818,057030,1
20250814,057050,
20250818,057050,1
20250814,057540,
20250818,057540,1
20250814,057680,
20250818,057680,1
20250814,057880,
20250818,057880,1
20250814,058110,
20250818,058110,1
20250814,058400,
20250818,058400,1
20250814,058430,
20250818,058430,1
20250814,058450,
20250818,058450,1
20250814,058470,
20250818,058470,1
20250814,058610,
20250818,058610,1
20250814,058630,
20250818,058630,1
20250814,058650,
20250818,058650,1
20250814,058730,
20250818,058730,1
20250814,058820,
20250818,058820,1
20250814,058850,
20250818,058850,1
20250814,058860,
20250818,058860,1
20250814,058970,
20250818,058970,1
20250814,059090,
20250818,059090,1
20250814,059100,
20250818,059100,1
20250814,059120,
20250818,059120,1
20250814,059210,
20250818,059210,1
20250814,059270,
20250818,059270,1
20250814,060150,
20250818,060150,1
20250814,060230,
20250818,060230,1
20250814,060240,
20250818,060240,1
20250814,060250,
20250818,060250,1
20250814,060260,
20250818,060260,1
20250814,060280,
20250818,060280,1
20250814,060310,
20250818,060310,1
20250814,060370,
20250818,060370,1
20250814,060380,
20250818,060380,1
20250814,060480,
20250818,060480,1
20250814,060540,
20250818,060540,1
20250814,060560,
20250818,060560,1
20250814,060570,
20250818,060570,1
20250814,060590,
20250818,060590,1
20250814,060720,
20250818,060720,1
20250814,060850,
20250818,060850,1
20250814,060900,
20250818,060900,1
20250814,060980,
20250818,060980,1
20250814,061040,
20250818,061040,1
20250814,061250,
20250818,061250,1
20250814,061970,
20250818,061970,1
20250814,062040,
20250818,062040,1
20250814,062970,
20250818,062970,1
20250814,063080,
20250818,063080,1
20250814,063160,
20250818,063160,1
20250814,063170,
20250818,063170,1
20250814,063440,
20250818,063440,1
20250814,063570,
20250818,063570,1
20250814,063760,
20250818,063760,1
20250814,064090,
20250818,064090,1
20250814,064240,
20250818,064240,1
20250814,064260,
20250818,064260,1
20250814,064290,
20250818,064290,1
20250814,064350,
20250818,064350,1
20250814,064400,
20250818,064400,1
20250814,064480,
20250818,064480,1
20250814,064520,
20250818,064520,1
20250814,064550,
20250818,064550,1
20250814,064760,
20250818,064760,1
20250814,064800,
20250818,064800,1
20250814,064820,
20250818,064820,1
20250814,064850,
20250818,064850,1
20250814,064960,
20250818,064960,1
20250814,065060,
20250818,065060,1
20250814,065130,
20250818,065130,1
20250814,065150,
20250818,065150,1
20250814,065170,
20250818,065170,1
20250814,065350,
20250818,065350,1
20250814,065370,
20250818,065370,1
20250814,065420,
20250818,065420,1
20250814,065440,
20250818,065440,1
20250814,065450,
20250818,065450,1
20250814,065500,
20250818,065500,1
20250814,065510,
20250818,065510,1
20250814,065530,
20250818,065530,1
20250814,065570,
20250818,065570,1
20250814,065650,
20250818,065650,1
20250814,065660,
20250818,065660,1
20250814,065680,
20250818,065680,1
20250814,065690,
20250818,065690,1
20250814,065710,
20250818,065710,1
20250814,065770,
20250818,065770,1
20250814,065950,
20250818,065950,1
20250814,066130,
20250818,066130,1
20250814,066310,
20250818,066310,1
20250814,066360,
20250818,066360,1
20250814,066410,
20250818,066410,1
20250814,066430,
20250818,066430,1
20250814,066570,
20250818,066570,1
20250814,066575,
20250818,066575,1
20250814,066590,
20250818,066590,1
20250814,066620,
20250818,066620,1
20250814,066670,
20250818,066670,1
20250814,066700,
20250818,066700,1
20250814,066790,
20250818,066790,1
20250814,066830,
20250818,066830,1
20250814,066900,
20250818,066900,1
20250814,066910,
20250818,066910,1
20250814,066970,
20250818,066970,1
20250814,066980,
20250818,066980,1
20250814,067000,
20250818,067000,1
20250814,067010,
20250818,067010,1
20250814,067080,
20250818,067080,1
20250814,067160,
20250818,067160,1
20250814,067170,
20250818,067170,1
20250814,067280,
20250818,067280,1
20250814,067290,
20250818,067290,1
20250814,067310,
20250818,067310,1
20250814,067370,
20250818,067370,1
20250814,067390,
20250818,067390,1
20250814,067570,
20250818,067570,1
20250814,067630,
20250818,067630,1
20250814,067730,
20250818,067730,1
20250814,067770,
20250818,067770,1
20250814,067830,
20250818,067830,1
20250814,067900,
20250818,067900,1
20250814,067920,
20250818,067920,1
20250814,067990,
20250818,067990,1
20250814,068050,
20250818,068050,1
20250814,068100,
20250818,068100,1
20250814,068240,
20250818,068240,1
20250814,068270,
20250818,068270,1
20250814,068290,
20250818,068290,1
20250814,068330,
20250818,068330,1
20250814,068760,
20250818,068760,1
20250814,068790,
20250818,068790,1
20250814,068930,
20250818,068930,1
20250814,068940,
20250818,068940,1
20250814,069080,
20250818,069080,1
20250814,069140,
20250818,069140,1
20250814,069260,
20250818,069260,1
20250814,069330,
20250818,069330,1
20250814,069410,
20250818,069410,1
20250814,069460,
20250818,069460,1
20250814,069510,
20250818,069510,1
20250814,069540,
20250818,069540,1
20250814,069620,
20250818,069620,1
20250814,069640,
20250818,069640,1
20250814,069730,
20250818,069730,1
20250814,069920,
20250818,069920,1
20250814,069960,
20250818,069960,1
20250814,070300,
20250818,070300,1
20250814,070590,
20250818,070590,1
20250814,070960,
20250818,070960,1
20250814,071050,
20250818,071050,1
20250814,071055,
20250818,071055,1
20250814,071090,
20250818,071090,1
20250814,071200,
20250818,071200,1
20250814,071280,
20250818,071280,1
20250814,071320,
20250818,071320,1
20250814,071670,
20250818,071670,1
20250814,071840,
20250818,071840,1
20250814,071850,
20250818,071850,1
20250814,071950,
20250818,071950,1
20250814,071970,
20250818,071970,1
20250814,072020,
20250818,072020,1
20250814,072130,
20250818,072130,1
20250814,072470,
20250818,072470,1
20250814,072710,
20250818,072710,1
20250814,072770,
20250818,072770,1
20250814,072870,
20250818,072870,1
20250814,072950,
20250818,072950,1
20250814,072990,
20250818,072990,1
20250814,073010,
20250818,073010,1
20250814,073110,
20250818,073110,1
20250814,073190,
20250818,073190,1
20250814,073240,
20250818,073240,1
20250814,073490,
20250818,073490,1
20250814,073540,
20250818,073540,1
20250814,073560,
20250818,073560,1
20250814,073570,
20250818,073570,1
20250814,073640,
20250818,073640,1
20250814,074430,
20250818,074430,1
20250814,074600,
20250818,074600,1
20250814,074610,
20250818,074610,1
20250814,075130,
20250818,075130,1
20250814,075180,
20250818,075180,1
